nav | Desktop White | PROPERTIES SERVICES ABOUT Contact us | 0 | 0 | 1440 | 84 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgb(255, 255, 255) | 0px | 15px 8px | 0px none rgb(0, 0, 0) | none | 1 | 24px | flex | none | none | fill | hidden | relative
div | Icon wwrapper |  | 1185 | 5335 | 28 | 28 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgb(245, 245, 245) | 38px | 0px | 0px none rgb(0, 0, 0) | none | 1 | 20px | flex | none | none | fill | hidden | relative
svg |  |  | 1191 | 5341 | 16 | 16 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 0) | none | 1 | normal | block | none | none | fill | hidden | relative
a | White | New York, USA | 1219 | 5338 | 94 | 23 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | 0px | flex | none | none | fill | visible | relative
div | Process Label | New York, USA | 1219 | 5338 | 94 | 22 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | normal | flex | none | none | fill | visible | relative
p |  | New York, USA | 1219 | 5338 | 94 | 22 | Switzer | 14px | 400 | 22.4px | normal | rgb(245, 245, 245) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(245, 245, 245) | none | 1 | normal | block | none | none | fill | visible | static
div | Divider |  | 92 | 5424 | 1256 | 2 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgba(255, 255, 255, 0.1) | 0px | 0px | 0px none rgb(0, 0, 0) | none | 1 | normal | block | none | none | fill | visible | relative
div | Botoom Wrapper | Copyright@2026 Crafted by Privacy Policy | 92 | 5461 | 1256 | 23 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 0) | none | 1 | normal | flex | none | none | fill | visible | relative
div | Dynamic current year | Copyright@2026 | 92 | 5462 | 110 | 22 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 0) | none | 1 | normal | flex | none | none | fill | visible | relative
p |  | Copyright@2026 | 92 | 5462 | 110 | 22 | Switzer | 14px | 400 | 22.4px | normal | rgb(199, 199, 199) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(199, 199, 199) | none | 1 | normal | block | none | none | fill | visible | static
div | Crafted By | Crafted by | 682 | 5466 | 100 | 18 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 0) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 0) | none | 1 | normal | block | none | none | fill | visible | relative
a |  | Crafted by | 682 | 5466 | 100 | 18 | Inter | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 0.9 | 8px | inline-flex | none | none | fill | visible | static
svg |  |  | 764 | 5466 | 18 | 18 | Inter | 12px | 400 | normal | normal | rgb(255, 255, 255) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(255, 255, 255) | none | 1 | normal | block | none | none | fill | hidden | static
a | White | Privacy Policy | 1261 | 5461 | 87 | 23 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | 0px | flex | none | none | fill | visible | relative
div | Process Label | Privacy Policy | 1261 | 5461 | 87 | 22 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | normal | flex | none | none | fill | visible | relative
p |  | Privacy Policy | 1261 | 5461 | 87 | 22 | Switzer | 14px | 400 | 22.4px | normal | rgb(245, 245, 245) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(245, 245, 245) | none | 1 | normal | block | none | none | fill | visible | static
a | Light | Create a free website with Framer, the website bui | 1280 | 842 | 140 | 38 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | 10px | block | none | none | fill | visible | relative
div | Backdrop |  | 1281 | 843 | 138 | 36 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgb(255, 255, 255) | 10px | 0px | 0px none rgb(0, 0, 238) | none | 1 | normal | block | rgba(0, 0, 0, 0.17) 0px 0.602187px 1.56569px -1.5px, rgba(0, 0, 0, 0.14) 0px 2.2 | none | fill | hidden | absolute
div | Content | Create a free website with Framer, the website bui | 1291 | 853 | 119 | 16 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | 10px | flex | none | none | fill | visible | absolute
div | Logo |  | 1291 | 851 | 12 | 20 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgb(0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | normal | block | none | none | fill | visible | absolute
div | Text |  | 1313 | 856 | 97 | 10 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgb(0, 0, 0) | 0px | 0px | 0px none rgb(0, 0, 238) | none | 1 | normal | block | none | none | fill | visible | relative
div | Bottom |  | 1280 | 842 | 140 | 38 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 11px | 0px | 0px none rgb(0, 0, 238) | none | 0.06 | normal | block | rgb(0, 0, 0) 0px 0px 0px 1px inset | none | fill | visible | absolute
div | Border |  | 1280 | 842 | 140 | 38 | sans-serif | 12px | 400 | normal | normal | rgb(0, 0, 238) | rgba(0, 0, 0, 0) | 11px | 0px | 0px none rgb(0, 0, 238) | none | 0.04 | normal | block | rgb(0, 0, 0) 0px 0px 0px 1px inset | none | fill | visible | absolute
